Parent 1 Highest Grade,Race,Sex,Self Esteem Score,AFQT Percentile Score,Type of Residence 1983,Average Drinks 2008,Highest Grade,Fam Size 1979,Foreign Language,Library Card,Parent Cohabitation,Number Siblings,First Marijuana Use,Income 2018
11,2,1,19,18029,-4,-5,12,4,0,1,-4,2,20,30000
9,2,1,25,50214,-4,-5,12,4,0,0,-4,2,22,-5
9,2,2,24,15436,11,-4,13,3,0,0,-4,4,-4,20000
7,2,2,23,15552,11,-4,10,1,0,0,-4,5,17,0
10,2,2,18,16331,-4,-4,12,7,0,0,-4,5,-4,-5
11,2,2,16,1937,11,-4,12,7,0,0,-4,6,-4,10000
9,2,2,20,2753,11,-4,9,7,0,0,-4,5,-4,0
12,2,1,23,40240,2,1,14,7,0,0,-4,5,-4,55000
14,2,1,24,11173,11,1,13,2,0,0,0,7,11,0
12,2,2,18,8884,11,1,12,2,0,1,1,7,15,20000
9,2,2,19,20200,-4,-5,12,4,0,0,-4,10,-4,-5
10,2,1,18,2139,-4,-5,12,4,0,0,-4,10,-5,-5
11,2,2,21,27688,-4,-4,14,5,0,0,-4,2,16,0
10,2,2,25,14730,-4,3,15,5,0,1,-4,2,-2,20000
9,2,1,19,2555,-4,2,12,5,0,0,-4,2,15,0
14,2,1,29,31560,11,-4,16,4,0,1,-4,2,20,0
12,2,1,27,64658,11,-4,12,4,0,1,-4,5,11,109000
9,2,2,30,60152,3,-4,15,4,0,0,-4,6,-4,0
11,3,1,-3,29882,-4,-5,12,3,0,0,-4,1,-5,-5
-3,3,2,21,70514,11,-5,12,2,0,1,-4,3,-5,-5
11,2,1,18,5463,17,1,15,6,0,0,-4,5,17,-5
10,2,1,20,10465,17,-5,13,6,0,0,-4,4,27,0
9,2,1,28,25422,-4,-4,15,6,0,0,-4,5,22,-5
12,2,2,16,13711,11,-4,14,5,0,0,-4,8,17,-1
12,2,1,-5,29661,11,-4,12,2,0,1,1,4,-5,-2
10,2,1,22,33213,17,-5,12,3,0,0,-4,4,12,0
10,2,1,18,435,11,-4,12,6,1,1,-4,7,16,-5
12,2,1,25,16260,1,-5,12,5,0,0,-4,3,19,-5
12,2,1,16,7779,-4,-5,12,5,0,0,-4,3,-4,13000
11,2,2,19,18081,-4,-5,17,5,0,0,-3,3,21,33000
8,2,1,23,520,-4,-5,12,5,0,0,-4,3,-4,-2
11,2,1,26,12980,5,-5,12,6,0,0,-4,10,19,-5
9,2,2,24,9064,11,2,11,6,0,1,-4,10,17,25000
10,2,2,19,7021,11,-4,9,5,0,0,-4,10,25,0
-3,2,1,24,27371,11,1,12,6,0,1,-4,1,18,52000
12,2,2,19,30447,11,-5,13,4,0,1,0,3,-4,-5
13,2,2,23,44597,17,2,13,8,0,0,-4,12,17,63000
11,2,1,20,46131,3,-4,16,8,0,1,-4,12,-4,60000
9,2,2,28,29304,-4,1,16,8,0,1,-4,12,-4,-5
8,2,2,24,34420,-4,1,14,8,0,1,-4,12,18,82000
10,2,2,24,68802,3,-4,17,3,0,1,-4,1,-4,-5
10,2,1,27,26156,3,-4,16,2,0,1,-4,1,-4,25000
12,2,2,20,24713,11,-4,13,4,0,1,-4,2,-4,-2
12,2,1,22,6186,11,-4,12,7,0,0,-4,5,18,25000
14,2,2,27,10768,17,-4,13,7,0,1,-4,5,16,0
12,2,2,-5,-5,-5,-5,12,5,0,1,-4,2,-5,-5
10,2,1,-5,-5,-5,-5,12,5,0,1,-4,2,-5,-5
8,2,2,-5,-5,-5,-5,8,5,0,1,-4,2,-5,-5
9,2,1,26,43858,-4,-4,12,3,0,1,-4,5,18,25000
10,2,2,26,14278,-4,-4,12,4,0,1,-4,2,-4,0
-4,2,2,26,27684,3,-4,14,4,0,1,-4,2,21,120000
9,2,1,-3,25468,-4,-4,13,4,0,1,-4,2,-4,5000
12,2,2,24,2446,11,-4,12,3,0,1,-4,3,-5,0
13,2,1,22,13896,11,-5,13,5,0,1,-4,3,-4,-5
11,2,1,24,2651,11,6,12,2,0,1,1,3,19,-5
8,2,1,17,19809,-4,-4,18,4,0,1,-4,1,-4,64000
12,2,2,26,32666,11,-4,13,4,0,1,1,6,19,56000
12,2,2,30,10303,17,2,12,6,0,1,-4,4,-4,0
8,2,2,27,12460,17,-5,13,6,0,1,-4,4,-4,42000
10,2,2,21,1535,17,-4,12,7,0,0,-4,5,-4,-2
9,2,2,20,2294,-4,1,12,7,0,0,-4,5,-4,0
9,2,1,26,17014,17,-5,15,5,0,1,-4,2,-5,-5
9,2,1,19,16603,17,3,12,3,0,1,-4,2,17,0
10,2,1,25,76906,17,1,16,6,0,1,-4,3,19,40000
10,2,1,25,81976,-4,3,14,6,0,0,-4,3,18,25000
9,2,2,24,4474,-4,-5,16,6,0,1,-4,3,14,0
8,2,2,28,24879,17,1,13,4,0,1,-4,1,-4,49000
10,2,1,23,10417,17,-5,12,5,0,0,-4,6,-4,-5
11,2,2,18,3685,11,-5,11,4,0,0,0,17,24,-5
12,2,2,17,13507,17,-4,12,5,0,1,-4,8,-4,-5
12,1,2,26,22017,-5,-5,12,2,1,1,-4,7,-5,-5
10,1,2,20,46809,11,3,14,4,1,1,-4,4,14,58000
12,2,2,22,24462,11,1,12,3,0,1,0,0,-4,17000
14,2,1,-5,-4,-5,-5,15,4,0,1,-4,2,-4,-5
14,2,2,-5,42208,-4,1,18,3,0,1,-4,2,21,68700
10,2,2,25,28995,11,1,15,5,0,1,-4,2,-4,0
13,2,2,30,19013,11,1,14,5,0,0,-4,2,-2,0
9,2,1,18,46441,3,-4,16,5,0,1,-4,2,16,10000
12,2,2,25,17635,11,3,16,5,0,1,-4,8,-4,0
10,2,2,21,20519,-4,2,17,5,0,1,-4,8,16,45000
12,2,2,21,12543,-4,-4,14,3,0,0,-4,2,-4,-5
10,2,2,16,4526,-4,1,15,4,0,0,-4,7,-4,0
9,2,2,19,25021,-4,-4,16,4,0,0,-4,4,-4,16000
9,2,1,21,12698,-4,-4,12,4,0,0,-4,4,-4,0
11,2,1,20,41391,11,2,13,6,0,1,-4,3,17,124000
10,2,1,27,40920,-4,-5,16,6,0,1,-4,3,20,-5
12,2,1,23,19877,11,1,12,7,0,1,-4,5,20,14000
11,2,1,24,685,11,-2,12,7,0,0,-4,5,-5,-5
11,2,1,22,19088,11,3,12,7,0,1,-4,5,18,0
9,2,1,24,49962,-4,-5,13,7,0,1,-4,5,-5,-5
12,2,1,29,44383,3,-4,17,3,0,1,-4,8,-4,135000
9,2,2,17,3205,17,-4,12,5,0,0,-4,3,-4,0
12,2,1,25,25472,11,3,12,5,0,1,-4,1,-4,-5
11,2,2,24,37703,-4,-4,12,2,0,1,-4,2,-4,0
14,2,1,28,54075,17,2,15,5,0,1,-4,5,-4,58000
12,2,2,29,67636,11,2,16,4,0,1,-4,2,-4,-5
12,2,1,17,21908,-4,2,15,9,0,1,-4,5,-2,0
12,2,2,19,4179,-4,1,12,9,0,1,-4,5,17,20000
9,2,1,20,16289,1,6,12,9,0,1,-4,5,-4,34000
11,2,1,17,48926,5,-4,12,9,0,1,-4,6,23,14000
11,2,2,24,7326,-4,-5,12,8,0,0,-4,6,16,22000
10,2,1,21,20678,17,-5,12,8,0,1,-4,6,18,0
9,2,1,19,5282,-4,-5,12,8,0,0,-4,6,13,-5
12,1,1,30,66291,11,2,15,9,0,1,-4,12,15,170000
11,1,1,27,42404,17,2,14,9,1,1,-4,12,18,32000
11,1,1,20,41514,17,-5,12,9,0,1,-4,13,17,-5
10,1,1,29,76977,17,-4,18,9,0,1,-4,13,-4,162000
8,1,1,24,83227,17,-4,18,9,0,1,-4,12,-4,396970
12,1,1,-5,36824,11,-5,17,1,1,0,0,7,-4,-5
15,3,2,28,90957,11,-5,16,1,0,1,1,2,-5,-5
13,1,1,29,91898,11,-5,20,1,1,1,1,1,-4,-1
15,3,1,30,75525,11,-5,20,1,0,1,-4,3,-5,-5
16,3,1,30,-4,11,-5,16,1,0,1,-4,0,-5,-5
14,3,1,28,-4,-5,-5,14,2,0,1,-4,1,-5,-5
13,3,1,19,46036,11,-5,13,1,0,1,0,2,-5,-5
13,3,1,21,54173,11,-5,16,1,0,1,1,4,-5,-5
13,3,2,24,-4,11,-5,13,1,0,1,1,1,-5,-5
13,3,2,25,66779,11,-5,16,3,0,0,-4,3,-5,-5
14,3,2,28,76048,11,-5,16,1,0,1,1,2,-5,-5
14,3,1,30,84028,3,-5,19,1,0,1,1,3,-5,-5
10,1,1,-5,-4,-4,-4,12,6,1,1,-4,5,-4,0
9,3,2,28,48135,11,-5,12,3,0,1,-4,3,-5,-5
12,3,2,20,61030,11,-5,12,2,1,1,0,2,-5,-5
14,3,2,29,53487,11,-5,17,1,0,1,1,1,-5,-5
12,3,1,20,-4,11,-5,12,1,0,0,0,4,-5,-5
12,3,2,29,51103,11,-5,18,4,0,1,-4,4,-5,-5
10,3,2,20,43213,11,-5,12,4,0,1,-4,4,-5,-5
8,3,2,20,74050,-4,-5,17,4,0,1,-4,4,-5,-5
13,3,1,-5,89088,11,-5,18,1,0,1,1,0,-5,-5
12,3,1,21,-4,11,-5,12,1,0,1,1,3,-5,-5
13,3,1,28,90016,11,-5,20,1,0,1,1,1,-5,-5
13,3,1,26,83074,11,-5,17,1,0,1,1,1,-5,-5
14,3,2,25,71862,11,-5,16,1,0,1,0,1,-5,-5
14,3,2,29,84460,11,-5,17,1,0,1,1,2,-5,-5
14,3,2,22,66060,11,-5,16,1,1,1,1,2,-5,-5
12,1,1,17,52493,11,3,14,1,1,1,1,4,18,0
11,1,1,26,-5,-5,-5,16,1,1,0,1,6,19,-5
12,1,2,24,69324,11,-4,14,2,1,1,1,7,-4,0
14,3,2,28,90350,11,-5,15,1,1,1,1,4,-5,-5
15,3,1,26,81780,11,-5,15,5,1,0,-4,8,-5,-5
15,2,1,29,67140,11,2,16,1,0,0,-3,1,17,0
14,2,2,22,44836,11,-4,17,1,0,1,1,3,17,70000
14,3,2,21,-4,11,-5,16,1,0,1,-3,1,-5,-5
14,3,2,30,51867,11,-5,16,1,0,1,1,2,-5,-5
13,3,2,17,83924,11,-5,16,6,0,1,-4,3,-5,-5
10,3,1,20,41469,11,-5,10,4,0,1,-4,6,-5,-5
14,3,2,19,83943,11,-5,19,1,0,1,0,4,-5,-5
-3,1,2,25,80162,11,1,18,1,0,1,1,1,17,80000
14,3,2,20,98560,11,-5,16,2,0,1,1,2,-5,-5
14,3,1,24,89399,11,-5,16,1,0,1,-4,6,-5,-5
-3,3,1,30,92598,11,-5,19,1,1,1,0,3,-5,-5
14,3,2,27,77775,11,-5,18,1,0,1,1,1,-5,-5
-3,3,2,24,69788,11,-5,18,1,0,1,0,2,-5,-5
15,3,1,20,-4,-5,-5,15,1,0,1,-4,3,-5,-5
15,3,1,18,94216,11,-5,16,1,0,0,1,6,-5,-5
15,3,1,27,66540,11,-5,17,1,0,1,-4,0,-5,-5
15,3,1,27,39533,11,-5,17,1,0,1,1,1,-5,-5
15,3,1,29,89803,11,-5,20,1,0,1,1,2,-5,-5
16,3,2,26,81797,-4,-5,16,1,1,1,0,1,-5,-5
-3,3,2,28,74760,11,-5,18,1,0,1,1,2,-5,-5
13,2,2,29,78244,11,1,19,1,0,1,0,2,17,31000
15,2,2,26,26776,-4,1,19,1,0,1,1,8,-4,72000
13,3,2,23,72042,11,-5,16,2,0,1,0,3,-5,-5
13,3,1,25,89515,11,-5,15,1,0,1,1,1,-5,-5
15,3,2,28,81662,11,-5,18,1,1,1,1,6,-5,-5
9,3,1,26,61698,11,-5,10,3,0,1,0,5,-5,-5
12,3,2,18,9275,11,-5,12,3,0,0,1,1,-5,-5
-3,3,1,25,65923,11,-5,13,5,0,0,-4,5,-5,-5
9,3,2,19,31637,17,-5,8,5,0,1,-4,5,-5,-5
-3,3,2,-5,-5,-5,-5,9,4,0,1,0,6,-5,-5
13,3,1,19,67240,11,-5,16,1,0,1,1,2,-5,-5
12,3,1,27,64468,11,-5,14,2,0,1,-4,4,-5,-5
9,3,1,18,86491,-5,-5,15,5,0,1,-4,1,-5,-5
10,3,2,25,68506,11,-5,12,5,0,1,-4,1,-5,-5
11,1,1,27,71505,17,-5,13,4,1,1,-4,1,15,-5
9,1,2,21,27053,-4,-5,12,3,1,0,-4,1,-4,-1
10,1,2,19,7197,11,-4,12,3,1,0,0,0,-4,0
9,1,1,21,763,-4,6,12,5,1,1,-4,2,-5,62000
8,1,2,16,28973,11,-4,12,6,1,1,-4,3,16,0
12,1,1,21,26971,-4,3,12,3,1,0,-4,9,16,33000
9,2,1,20,652,11,-4,12,2,0,0,-4,6,18,-5
14,2,2,18,11956,11,2,14,2,0,1,-3,5,16,0
12,2,2,17,3640,11,1,12,3,0,0,1,9,16,-5
12,2,2,19,9533,-4,-4,12,5,0,1,-4,3,15,32000
10,2,2,19,12421,-4,-5,12,5,0,1,-4,3,15,-5
10,2,2,23,6971,-4,-5,12,5,0,0,-4,2,16,-5
11,2,1,28,16570,5,-5,12,5,0,1,-4,2,16,-5
9,2,1,20,35566,3,-5,16,4,0,1,-4,1,18,110000
13,2,1,28,43202,-4,-4,13,6,0,0,-4,7,25,0
8,2,2,19,0,-4,-4,12,6,0,0,-4,5,-4,-5
7,2,1,16,7664,-4,-4,7,6,0,0,-4,5,-4,0
-3,1,2,20,5480,11,5,12,3,1,1,-4,1,-4,-5
10,1,1,19,37980,1,5,12,3,0,1,-3,2,16,20000
10,2,2,24,5020,-4,-4,13,4,0,1,-4,2,14,-5
9,3,1,17,3070,11,-5,-3,2,0,0,-4,1,-5,-5
8,2,1,18,25083,5,-4,13,5,0,0,-4,4,16,2200
12,2,2,20,7938,17,-4,12,4,0,0,-4,3,-4,1200
10,2,2,20,13061,11,2,12,8,0,-3,-4,2,14,-5
11,2,1,20,20079,11,1,18,8,0,0,-4,6,-4,50000
8,2,1,20,11666,-4,-5,12,3,0,0,-4,4,-4,0
13,2,2,19,14927,11,-5,13,5,0,1,-4,7,-5,-5
10,2,2,25,29321,11,2,13,8,0,1,-4,3,-4,75000
12,2,2,-5,355,-4,2,12,9,0,0,-4,4,25,40000
9,2,1,15,115,5,-5,13,9,0,1,-4,4,16,-5
12,2,1,20,19588,-4,2,12,5,0,1,-4,6,21,0
12,2,2,30,27086,11,1,12,2,0,1,0,6,-4,-5
12,2,2,19,16575,-4,-4,12,7,0,1,-4,5,18,27000
8,2,2,20,16896,-4,2,12,4,0,1,-4,6,-4,30000
8,3,2,-5,58118,11,-5,12,3,0,1,0,8,-5,-5
9,1,2,17,16994,17,1,14,4,1,1,-4,1,-5,-5
12,1,2,21,9840,11,5,12,2,1,1,-4,6,-1,0
12,1,1,22,61123,11,-5,12,6,1,1,-4,2,16,-5
9,1,2,25,27325,11,1,13,6,1,1,-4,2,-4,46000
11,2,2,29,31019,1,-5,12,7,0,1,-4,4,18,0
10,2,2,-5,-5,-5,-5,9,7,0,1,-4,4,-5,-5
5,1,2,-5,0,-4,-4,12,8,1,0,-4,5,-4,22000
11,1,2,21,13515,-4,-4,12,7,1,1,-4,3,16,0
9,1,2,16,11473,17,-4,12,7,1,1,-4,3,-2,0
8,1,2,20,26957,17,2,12,7,1,1,-4,3,-4,67000
9,1,2,20,44359,11,-5,11,5,1,-3,-4,4,-1,-5
10,1,2,21,70135,11,1,14,4,1,1,-4,1,15,145000
13,2,1,22,47614,-4,-4,12,5,0,1,-4,2,16,0
13,2,2,19,29118,-4,-4,13,5,0,1,-4,4,24,20000
9,2,2,22,3301,-4,-5,12,4,0,1,-4,6,-4,-5
11,1,1,14,2268,17,2,9,3,1,0,-4,7,33,30000
9,1,2,22,32395,-4,1,15,3,1,0,-4,7,25,-1
8,2,1,19,440,17,4,12,4,0,0,-4,2,-4,0
-3,1,1,15,9235,17,-5,12,8,0,0,-4,5,-4,-5
5,1,2,-3,0,11,1,12,4,1,0,-4,4,-4,0
12,1,2,-5,14331,-5,-1,12,5,1,1,-4,3,-4,-5
9,1,1,21,40740,1,2,12,5,1,1,-4,3,-5,100000
9,1,2,-5,-5,11,-5,14,5,1,1,-4,3,-4,-5
10,2,1,21,-4,-5,-4,13,6,0,1,-4,3,17,45000
9,2,2,18,9001,-4,-4,18,6,0,1,-4,4,-4,35000
10,2,1,-1,3115,-4,-5,12,4,0,0,-4,7,-5,-5
10,2,1,23,8297,-4,-4,12,9,0,1,-4,8,-4,0
7,2,2,21,949,-4,-4,12,9,0,1,-4,7,-4,-2
13,2,2,-3,22786,-4,2,13,6,0,1,-4,3,18,40000
8,2,2,28,15672,-4,-5,12,6,0,1,-4,3,-4,-5
12,2,1,25,86149,11,1,18,2,0,1,-4,0,20,125000
13,2,2,20,34626,-4,-5,14,3,0,1,-4,3,17,-5
10,2,1,27,53825,3,-4,16,6,0,1,-4,3,20,-5
10,2,1,24,19506,11,2,12,2,0,0,-4,1,14,0
9,2,2,18,18516,-4,-4,12,4,0,0,-4,2,29,-5
8,2,1,22,32671,11,-5,14,4,0,0,-4,2,-4,-5
12,2,1,16,-4,-4,1,12,8,0,0,-4,6,0,0
12,2,1,-5,31265,-4,-4,12,8,0,0,-4,6,-4,0
7,2,1,20,6961,-4,2,12,8,0,1,-4,6,-4,38000
7,2,1,20,11623,-4,-4,12,8,0,1,-4,6,-4,53000
14,2,1,30,-4,-5,-5,14,3,1,1,-4,2,-5,-5
9,3,1,25,14769,17,-5,8,3,0,1,-4,4,-5,-5
9,1,2,22,38604,17,4,12,4,1,1,-4,13,18,10500
6,1,2,24,6855,17,-4,6,1,1,0,-4,7,-4,0
9,1,1,21,8363,11,7,10,3,1,1,-4,0,15,-5
11,1,1,25,11509,11,1,12,2,1,1,0,7,18,94906
11,1,1,19,25407,-4,-4,10,9,1,1,-4,7,18,0
10,1,2,17,13158,-4,-4,11,9,1,1,-4,7,-4,26000
8,3,1,19,54067,11,-5,11,6,0,0,-4,10,-5,-5
11,1,1,-5,68628,11,3,12,5,0,0,-4,2,17,90000
9,1,1,23,33931,11,2,12,5,1,0,-4,4,15,-5
8,1,1,23,49988,-4,6,12,5,1,0,-4,4,13,-5
15,3,1,24,91194,11,-5,16,1,0,1,1,4,-5,-5
13,1,2,26,46255,-4,-5,15,4,0,1,-4,1,-5,-5
12,1,1,28,66111,17,2,13,4,0,1,-4,1,-5,-5
12,3,2,30,51224,11,-5,13,1,0,1,0,1,-5,-5
12,3,2,17,29439,11,-5,12,1,0,1,0,1,-5,-5
10,3,2,20,31872,11,-5,12,6,1,1,-4,4,-5,-5
10,3,1,18,97469,11,-5,15,2,0,1,-4,2,-5,-5
9,3,1,18,26992,17,-5,12,4,0,1,-4,2,-5,-5
10,1,2,18,30871,11,-4,12,4,1,1,1,3,-1,64000
11,1,2,29,53090,11,2,12,4,1,1,-4,2,14,45107
-3,1,1,20,50777,2,-4,12,4,0,1,-4,2,16,0
11,1,2,24,21067,11,2,11,3,1,1,1,4,16,32000
9,1,2,28,36383,11,-4,12,3,1,1,1,5,15,-5
12,3,1,23,92596,11,-5,12,1,1,1,1,4,-5,-5
12,3,2,20,23564,-4,-5,13,5,0,1,-4,3,-5,-5
11,3,1,28,66804,-4,-5,12,5,0,1,-4,3,-5,-5
10,3,2,20,37023,11,-5,12,5,0,1,-4,3,-5,-5
10,1,2,22,73961,17,2,14,5,1,1,-4,2,18,47200
12,3,2,26,56750,11,-5,12,6,0,1,-4,9,-5,-5
12,3,2,25,28327,11,-5,12,1,0,1,1,4,-5,-5
11,3,2,23,52201,11,-5,11,2,0,1,-4,6,-5,-5
12,3,2,26,79708,11,-5,16,1,0,1,1,9,-5,-5
8,3,1,27,31140,17,-5,14,4,0,1,-4,9,-5,-5
14,3,1,24,77996,11,-5,16,3,0,1,1,2,-5,-5
12,3,2,27,48288,11,-5,12,3,1,1,1,3,-5,-5
11,1,1,14,9952,11,-4,10,4,0,0,-4,2,-5,52000
-3,1,2,20,54594,11,-4,12,5,0,0,-4,2,-4,47000
9,3,2,13,3087,11,-5,9,1,0,0,-4,6,-5,-5
13,1,1,27,51454,11,-5,18,1,1,1,1,8,-4,-5
12,1,1,20,10064,11,-4,18,1,1,1,0,5,-4,48000
15,3,2,21,78872,11,-5,16,1,0,0,1,2,-5,-5
8,3,2,18,60505,11,-5,12,2,0,0,1,5,-5,-5
4,1,1,-5,-5,-5,-5,5,6,1,0,-4,8,-5,-5
9,2,1,24,589,11,1,10,3,0,1,-4,4,16,14000
13,2,1,17,49234,1,2,15,6,0,1,-4,3,-4,32000
12,2,1,23,87746,3,2,16,6,0,1,-4,3,16,0
10,2,2,21,37045,-4,3,15,6,0,1,-4,3,17,30000
10,3,2,25,17902,11,-5,8,3,0,1,0,4,-5,-5
11,3,2,23,25709,11,-5,12,2,0,1,0,9,-5,-5
10,1,1,25,11718,11,-4,12,2,1,0,0,10,-5,0
9,3,2,24,-4,11,-5,12,2,1,1,0,7,-5,-5
12,3,2,30,68622,11,-5,12,1,0,1,1,4,-5,-5
12,3,2,16,66654,11,-5,12,1,0,1,1,4,-5,-5
8,3,1,15,21570,11,-5,10,5,0,0,-4,4,-5,-5
9,3,1,17,25818,-4,-5,9,5,0,0,-4,4,-5,-5
10,3,2,14,11483,11,-5,9,6,0,1,-4,6,-5,-5
12,2,1,22,38579,11,-5,13,4,0,1,1,11,-5,-5
12,2,2,21,3222,12,-5,12,4,0,1,1,4,-5,-5
12,3,2,26,49073,11,-5,13,2,1,1,1,3,-5,-5
12,2,1,27,40024,11,-4,14,3,0,1,0,6,-4,-5
12,2,2,23,-4,11,-5,12,3,0,1,-4,1,-5,-5
9,1,1,23,47602,11,2,13,2,1,1,-4,3,16,137000
12,1,1,20,13505,11,-4,12,4,1,0,1,4,-4,-5
12,1,2,27,36611,11,-5,12,4,0,1,1,4,-4,-5
9,2,2,27,15948,11,-5,16,6,0,1,-4,3,-4,-5
10,2,1,24,9756,3,-5,12,4,0,1,-4,9,20,-5
8,1,2,18,7531,-4,1,13,9,1,0,-4,7,-4,60000
9,1,2,18,1655,-4,-5,12,9,1,0,-4,7,-4,-5
7,1,1,16,7056,-4,-5,12,9,1,0,-4,7,16,-5
12,2,2,20,35801,11,-4,14,3,0,0,-4,10,-4,46000
13,1,1,26,12406,11,2,13,5,1,1,-4,4,17,48000
10,1,1,26,45798,-4,-5,10,5,0,0,-4,4,-5,-5
9,2,2,23,23254,-4,-4,14,4,0,0,-4,1,-4,44700
10,2,1,11,5328,11,-4,11,5,0,0,-4,2,-4,-2
8,2,2,21,8706,11,-4,12,5,0,0,-4,2,-4,0
9,2,1,27,43180,-4,-5,13,4,0,0,-4,2,15,120000
13,1,1,21,48474,-4,2,14,6,1,0,-4,3,15,0
11,1,1,29,96227,11,-5,14,6,1,0,-4,3,-5,-5
9,1,2,21,53432,11,-5,14,6,1,0,-4,3,-5,-5
-3,1,2,19,19834,11,-4,12,1,1,0,0,2,14,24000
-3,1,1,18,44152,11,1,12,4,1,0,-4,2,13,25000
9,1,2,19,26641,11,-4,12,4,1,0,-4,2,-4,2000
11,1,1,18,19142,11,1,12,5,1,0,-4,4,-4,25000
10,1,1,17,51648,-4,-5,12,5,1,0,-4,4,15,-5
8,1,1,18,12220,-4,-5,11,5,1,0,-4,4,17,-5
10,1,2,-5,6303,11,3,12,5,1,0,-4,6,-4,0
9,1,2,27,36898,11,-4,12,5,1,0,-4,6,-4,8000
9,1,2,15,25470,-4,-4,12,7,1,1,-4,4,25,0
9,1,2,19,3411,-4,-4,9,5,1,0,-3,5,18,-5
11,1,1,17,-4,-4,-4,10,5,1,0,-4,9,-4,-5
11,1,1,13,3241,-4,2,12,6,1,0,-4,7,-4,45000
9,1,1,-3,3147,11,-5,8,6,1,0,-4,4,-5,-5
10,1,1,25,64198,-4,3,12,8,1,1,-4,8,-4,60000
8,1,1,18,15386,-4,-4,11,3,1,0,-4,5,16,12924
9,1,2,20,15156,11,-5,13,6,1,0,-4,3,-4,-5
10,1,2,20,25408,11,2,12,6,1,1,-4,3,13,0
9,3,1,18,38057,11,-5,10,4,0,0,-4,5,-5,-5
9,3,1,19,46302,-4,-5,9,4,0,1,-4,6,-5,-5
8,1,1,19,3518,-4,-5,12,1,1,0,-4,12,-5,-5
8,1,1,17,1062,-4,-4,8,11,1,0,-4,11,-1,-5
-3,1,1,23,62286,-4,2,13,7,1,1,-4,4,14,95582
11,1,1,18,54298,-4,4,12,5,0,1,-4,2,14,70000
9,1,1,20,38554,-4,-4,12,5,0,1,-4,2,13,39000
10,1,2,19,19217,11,1,12,4,1,1,1,6,-4,40000
12,1,2,20,22897,11,3,12,6,1,1,-4,3,16,0
11,1,2,20,25471,-4,-5,14,5,1,1,-4,3,-5,-5
-3,1,1,18,-4,11,2,12,7,1,1,-4,6,14,17000
11,1,2,18,3201,11,-4,11,1,1,1,1,6,-4,0
12,1,1,22,1881,-4,2,12,7,1,1,-4,7,15,0
-3,1,2,30,42533,-4,-4,14,5,1,0,-4,2,-4,42000
9,1,2,22,16982,11,5,12,6,1,1,-4,8,16,0
-3,1,2,20,-4,11,-4,5,3,1,0,-4,2,-4,0
6,1,1,17,12531,11,-5,6,5,1,0,-4,1,-5,-5
9,1,1,-3,37156,-4,3,9,6,1,0,-4,3,25,38000
6,1,1,-3,33017,-4,-4,6,6,1,0,-4,3,-4,67000
13,1,2,25,23094,-4,2,20,2,1,1,0,7,-1,93000
-4,1,2,30,80057,11,-4,20,5,1,1,-4,4,-4,170000
14,2,2,17,9959,11,2,14,10,0,0,-4,9,-4,0
12,2,1,24,32856,17,-4,14,10,0,1,-4,8,-4,175000
12,1,2,21,34437,-4,3,12,6,1,1,-4,8,-4,30000
12,1,1,20,35624,11,-4,11,7,1,1,1,8,11,47000
11,1,2,19,36119,11,2,12,7,1,0,-4,7,14,-5
9,1,1,20,30926,-4,-4,10,7,1,0,-4,7,13,0
12,1,1,20,32908,-4,-4,17,3,1,1,-4,5,14,19000
10,1,2,17,8022,-4,-4,15,5,1,0,-4,2,-4,45000
17,1,1,26,-4,11,-5,13,1,1,1,1,6,-5,-5
11,1,2,-3,7551,11,1,12,3,1,1,-4,1,14,-1
12,1,1,30,54075,11,-4,12,7,0,1,-4,7,16,110000
10,1,1,24,15689,17,2,11,7,0,1,-4,4,17,47000
9,1,1,21,35233,11,2,12,7,0,1,-4,7,16,66000
8,1,2,19,32491,11,-4,10,7,1,1,-4,7,16,-5
8,1,1,20,52124,-4,2,8,5,1,1,-4,3,-5,6000
9,1,1,24,76996,-4,-5,12,5,1,1,-4,3,-5,-5
11,1,2,21,78212,-4,2,12,5,1,1,-4,3,15,93000
15,1,2,19,75701,11,2,16,5,1,0,-4,3,14,110000
10,1,1,22,11119,5,-5,10,3,1,0,-4,4,-1,5000
15,2,2,28,79115,11,1,16,1,0,1,0,2,16,30000
11,1,2,13,36125,11,-4,13,5,1,1,1,5,15,33000
10,1,1,20,9223,17,4,10,5,1,0,1,6,14,11000
16,1,2,30,39681,-4,2,16,2,1,1,-4,0,16,0
10,1,1,24,12558,11,2,12,4,0,1,-4,6,-5,-5
12,1,1,19,34820,-4,1,16,6,1,1,-4,3,16,0
10,1,2,18,37182,11,6,12,6,1,1,-4,3,16,30000
12,2,2,28,18939,11,-4,17,4,0,1,-4,9,17,85000
17,3,2,22,-5,11,-5,20,1,1,1,1,1,-5,-5
12,1,1,13,28371,5,1,15,3,1,0,-4,5,13,1500
11,1,2,23,39450,11,1,12,7,1,1,-4,3,14,0
11,1,1,27,11900,-4,1,11,8,1,1,-4,4,17,0
11,3,1,25,84749,11,-5,13,3,0,1,-4,3,-5,-5
13,1,2,28,56526,-4,2,14,3,1,1,-4,3,-4,0
11,3,1,17,4891,11,-5,12,7,0,1,0,4,-5,-5
11,3,2,20,7890,11,-5,11,7,0,0,-4,9,-5,-5
10,3,2,19,3231,-4,-5,9,7,0,0,-4,9,-5,-5
