Parent 1 Highest Grade,Race,Sex,Self Esteem Score,AFQT Percentile Score,Type of Residence 1983,Average Drinks 2008,Highest Grade,Fam Size 1979,Foreign Language,Library Card,Parent Cohabitation,Number Siblings,First Marijuana Use,Income 2018
-4,3,1,26,28375,11,-5,12,1,0,1,1,7,-5,-5
-4,3,1,24,15042,11,-4,9,1,1,0,0,2,-5,-5
-4,3,1,20,52834,11,-5,12,6,0,1,1,4,-5,-5
-4,2,1,20,34306,12,-5,12,1,0,1,-4,4,-5,-5
-4,3,1,-5,-4,11,-5,13,1,0,0,1,2,-5,-5
-4,1,1,22,73503,11,-4,16,1,1,1,0,6,-4,20000
-4,2,1,26,11506,11,-5,12,1,0,1,1,6,-5,-5
-4,3,1,18,92370,11,-5,14,1,0,1,1,3,-5,-5
12,3,1,23,5783,11,-5,12,2,0,0,1,4,-5,-5
-4,2,1,25,24474,11,-5,12,1,0,1,-4,4,-5,-5
-4,2,1,30,13637,17,-5,12,1,0,1,1,2,-5,-5
-4,2,1,24,8684,11,-4,14,1,0,1,-4,10,20,0
-4,2,1,20,48853,12,-4,16,1,0,1,0,5,19,90406
-4,2,1,29,26160,-4,1,12,1,0,0,1,3,12,28000
-4,3,1,28,63340,17,-5,12,1,0,1,0,6,-5,-5
-4,2,1,30,30056,11,-5,14,1,0,1,1,8,-5,-5
12,3,1,24,48788,11,-5,12,4,0,1,1,2,15,-5
-4,3,1,25,80141,11,-5,12,1,0,1,1,3,-5,-5
-4,1,1,30,18764,11,-5,12,1,1,1,1,4,-5,-5
-4,2,1,21,8785,1,-5,12,1,0,1,-4,6,-5,-5
-4,3,1,23,53275,11,-5,12,1,0,1,1,11,-5,-5
-4,3,1,19,28207,11,-5,14,1,0,1,1,2,-5,-5
12,3,1,23,33576,12,-5,12,2,0,1,1,2,-5,-5
-4,2,1,24,15725,1,8,12,1,0,1,0,3,16,18000
-4,2,1,30,30985,-4,-4,12,1,0,1,1,3,-5,-5
10,3,1,18,2044,11,-5,9,3,0,0,0,2,-5,-5
11,1,1,21,9921,-5,-4,9,3,1,1,-4,3,14,0
-4,3,1,22,53396,11,-5,12,1,0,1,0,2,-5,-5
-4,2,1,25,16460,11,-5,12,1,0,0,0,10,-5,-5
-4,2,1,25,9979,11,-5,13,1,0,1,1,4,-5,-5
-4,3,1,17,43299,-5,-5,12,1,0,1,1,4,-5,-5
-4,3,1,20,23694,-5,-5,12,1,0,1,-4,8,-5,-5
-4,2,1,24,22720,11,-5,13,1,0,1,0,7,-5,-5
-4,3,1,23,11156,11,-5,12,6,0,1,1,6,-5,-5
11,3,1,19,-4,11,-5,12,4,0,0,1,2,-5,-5
-4,3,1,-5,-4,1,-5,9,1,0,1,1,5,-5,-5
12,3,1,24,15068,11,-5,12,3,1,0,1,6,-5,-5
-4,2,1,20,7320,-5,2,12,1,0,1,0,6,17,0
-4,2,1,27,29771,2,-5,12,1,0,1,0,8,-5,-5
12,3,2,23,28721,11,-5,12,3,0,1,1,7,-5,-5
-4,3,2,23,83849,11,-5,12,1,1,1,0,1,-5,-5
-4,2,2,30,37281,11,-5,12,1,0,1,0,5,-5,-5
-4,2,2,23,24292,11,-5,13,1,0,1,0,3,-5,-5
-4,2,1,27,13783,11,-5,12,1,0,0,1,6,-5,-5
-4,2,2,18,31781,-5,-5,12,1,0,1,-4,2,-5,-5
-4,2,2,18,9688,11,-5,12,1,0,0,-4,4,-5,-5
-4,3,1,23,31881,-4,-5,12,1,0,0,1,12,-5,-5
12,3,1,20,5268,17,4,12,6,0,1,1,10,-4,0
-4,2,2,23,23317,11,-5,12,1,0,0,0,3,-5,-5
12,3,2,26,58291,11,-5,12,5,0,1,1,6,-5,-5
-4,1,1,26,34548,11,-4,12,1,1,0,1,4,17,43400
-4,3,1,18,49161,11,-5,12,1,0,1,1,3,-5,-5
-4,3,1,22,70168,-4,-5,12,1,0,0,-4,2,-5,-5
-4,3,1,16,27287,12,-5,12,1,0,0,0,1,-5,-5
-4,3,1,23,38988,-4,-5,12,1,0,1,0,4,-5,-5
-4,3,1,22,47343,11,-5,12,1,0,1,0,6,-5,-5
12,3,2,-3,78787,11,-5,12,2,0,1,1,6,-5,-5
-4,3,2,19,80636,11,-5,12,1,0,1,1,2,-5,-5
-4,3,1,18,69419,11,-5,12,1,0,1,0,3,-5,-5
-4,1,1,-5,-4,11,-4,13,1,1,0,1,3,19,-5
-4,3,1,20,58393,11,-5,12,1,0,1,0,3,-5,-5
-4,3,1,26,74532,11,-5,13,1,1,1,1,8,-5,-5
-4,3,1,21,25291,11,-5,15,1,0,1,1,2,-5,-5
12,3,2,27,77208,11,-5,12,2,0,0,-4,1,-5,-5
-4,1,2,29,61572,11,-5,12,1,0,1,1,5,-5,-5
-4,2,1,25,21809,-4,-5,13,1,0,1,1,5,-5,-5
-4,2,2,26,8485,2,-5,12,1,0,1,1,7,-5,-5
-4,3,1,16,35697,11,-5,12,8,0,1,-4,4,-5,-5
-4,3,1,21,43919,11,-5,12,1,0,1,1,6,-5,-5
-4,1,1,28,40606,11,-5,13,1,1,1,-4,8,-5,-5
-4,3,1,22,55905,11,-5,12,1,0,1,1,2,-5,-5
12,2,2,20,32222,11,-5,13,2,0,1,1,6,-5,-5
-4,3,2,20,84696,11,-5,12,1,0,1,1,5,-5,-5
-4,3,2,24,65396,-5,-5,12,1,0,1,1,2,-4,15000
12,3,2,21,76931,11,-5,13,2,1,1,-4,3,-5,-5
-4,3,2,30,64910,11,-5,12,1,0,1,1,4,-5,-5
12,3,2,19,-4,11,-5,12,2,1,0,1,7,-5,-5
-3,2,2,20,44370,11,-5,12,1,0,1,0,4,-5,-5
-4,3,2,23,40332,11,-5,13,1,0,1,1,2,-5,-5
-4,3,1,26,17817,11,-5,12,1,0,1,1,2,-5,-5
12,3,1,23,24787,11,-5,12,2,0,1,1,2,-5,-5
-4,3,1,30,18608,2,-5,12,1,0,1,1,7,-5,-5
-4,3,1,19,25583,11,-5,12,1,0,1,-4,2,-5,-5
-4,1,1,27,46857,11,1,13,1,0,0,1,1,18,0
-4,3,1,24,32037,11,-5,12,1,0,1,1,4,-5,-5
-4,2,2,23,34599,11,-5,12,1,0,1,0,1,-5,-5
12,3,2,22,63736,11,-5,12,4,0,1,-4,1,-5,-5
-4,3,2,20,39142,-4,-5,12,1,0,1,0,5,-5,-5
11,3,2,25,40748,11,-5,11,2,1,1,0,4,-5,-5
12,3,2,29,73498,11,-5,12,2,0,1,0,6,-5,-5
-4,3,2,25,82545,11,-5,12,1,0,1,1,3,-5,-5
12,3,2,27,42269,-5,-5,12,2,0,1,1,3,-5,-5
-3,3,2,30,43405,11,-5,12,1,0,0,1,4,-5,-5
-4,3,2,22,78977,1,-5,13,1,0,1,1,1,-5,-5
-4,2,2,26,27733,2,-5,13,1,1,1,1,5,-5,-5
-4,3,1,29,82117,11,-5,16,1,0,1,1,2,-5,-5
-4,2,2,29,66777,11,-5,12,1,0,1,1,6,-5,-5
-4,2,1,21,15443,1,-5,12,1,0,0,1,3,-5,-5
-4,1,1,24,17747,11,-4,12,1,1,1,1,6,-4,-5
-4,3,1,20,43111,-5,-5,12,1,0,0,0,9,-5,-5
-3,3,2,23,46290,11,-5,12,2,0,1,1,2,-5,-5
13,3,2,26,89115,11,-5,13,2,1,1,1,3,-5,-5
12,2,2,26,46193,-4,-5,13,2,0,1,1,3,-5,-5
-4,2,2,-3,22190,11,-5,12,1,0,1,-4,4,-5,-5
-4,3,2,19,25703,12,-5,12,1,0,1,0,7,-5,-5
-4,3,2,23,48904,11,-5,12,1,0,1,1,4,-5,-5
12,3,1,18,44793,11,3,14,1,1,1,1,4,17,0
-4,3,1,18,27951,1,-5,12,1,0,1,1,7,13,-5
10,3,1,28,17312,11,-5,-3,2,0,1,1,6,-5,-5
-4,3,2,27,57667,11,-5,12,1,0,0,1,0,-5,-5
12,3,2,-5,23034,11,-5,14,2,0,1,1,9,-5,-5
-4,3,2,19,76103,11,-5,12,1,0,0,-4,3,-5,-5
-4,3,2,28,96932,11,-5,12,1,0,1,1,3,-5,-5
-4,3,2,28,77947,11,-5,13,1,0,1,0,3,-5,-5
12,3,2,-5,-5,-5,-5,12,2,0,1,1,3,-5,-5
-4,3,2,25,92622,11,-5,12,1,0,1,1,0,-5,-5
13,3,2,23,74425,11,-5,13,2,0,1,1,3,-5,-5
-4,2,2,22,23390,12,-5,12,1,0,0,-4,0,-5,-5
-4,3,2,24,67776,11,-5,12,1,0,0,1,1,-5,-5
-4,2,1,22,10669,-4,-5,10,1,0,0,0,3,-5,-5
-4,2,1,22,20165,1,-5,12,1,0,0,0,4,-5,-5
-4,2,2,20,73669,11,-5,12,1,0,0,1,7,-5,-5
-4,3,1,17,34892,1,-5,12,3,0,0,-4,8,-5,-5
-3,3,2,26,40317,11,-5,13,2,1,1,-4,2,-5,-5
12,3,2,22,26616,17,-5,12,1,1,1,0,1,-5,-5
-4,2,2,21,16138,11,-5,12,1,0,1,1,4,-5,-5
-4,3,1,24,24985,11,4,12,1,1,1,-4,1,12,40000
-4,1,1,14,7958,-4,-5,15,1,1,1,0,4,-4,-5
-4,3,2,30,17223,11,-5,12,1,0,1,1,4,-5,-5
12,3,2,24,41248,11,-5,12,1,0,1,1,2,-5,-5
-2,3,2,27,34912,11,-5,12,2,0,1,1,1,-5,-5
13,1,2,27,92314,11,-5,12,1,0,1,0,3,-5,-5
12,3,2,30,33913,13,-5,12,3,0,1,1,2,-5,-5
-4,2,1,20,10252,11,-4,13,1,0,1,1,3,15,-1
-4,3,1,20,17434,11,-5,12,6,0,1,0,7,-5,-5
-4,2,1,17,778,11,-5,12,1,0,0,0,7,-5,-5
-4,2,1,23,19664,11,-5,12,1,0,1,-4,5,-5,-5
-4,3,1,24,38888,11,-5,12,1,0,1,1,3,-5,-5
-4,3,1,29,88609,11,-5,13,1,0,1,1,2,-5,-5
-4,3,1,23,85335,11,-5,14,1,1,1,1,3,-5,-5
12,2,2,25,42726,13,-4,16,2,0,1,0,4,-4,0
12,3,2,25,17879,11,-5,12,2,0,1,1,7,-5,-5
13,3,1,30,20250,11,-5,12,4,1,1,1,5,-5,-5
11,3,1,26,32425,-5,-5,12,1,1,0,1,4,-5,-5
12,3,2,25,40755,11,-5,12,1,0,0,1,3,-5,-5
13,3,2,30,79430,-4,-5,12,5,1,1,-4,1,-5,-5
10,3,1,19,30800,11,-5,10,4,0,1,-4,1,-5,-5
12,2,1,21,-4,11,-5,12,4,0,0,-4,6,-5,-5
12,3,1,23,12980,11,-5,12,2,0,0,1,5,-5,-5
12,3,1,17,33946,11,-5,12,3,0,1,-4,3,-5,-5
12,1,1,30,18886,11,-4,13,1,1,1,0,6,-4,0
12,2,2,18,4014,11,-5,12,5,0,1,-4,4,-5,-5
12,2,2,28,33012,-4,-5,12,7,0,0,-4,4,-5,-5
10,3,1,-5,-4,-5,-5,10,4,0,1,-4,3,-5,-5
12,3,2,24,90260,11,-5,12,5,0,1,-4,6,-5,-5
12,3,2,29,76431,11,-5,12,2,0,0,0,6,-5,-5
11,3,1,21,24205,11,4,11,6,0,1,-4,5,17,130000
12,3,1,28,39403,11,-5,13,5,0,1,-4,2,-5,-5
12,3,2,21,25988,17,-5,12,2,0,1,-4,3,-5,-5
12,3,1,18,97636,11,-4,16,2,0,1,-4,2,-4,0
12,3,2,20,70110,11,-5,12,2,1,1,1,3,-5,-5
12,3,2,24,82299,11,-5,12,3,0,0,0,8,-5,-5
12,2,1,21,19596,-5,-4,12,2,0,1,1,8,15,0
12,1,2,24,92848,11,-5,13,6,0,1,-4,5,-5,-5
9,3,1,-5,-4,11,-5,12,2,0,1,1,9,-5,-5
12,3,2,29,69825,11,-5,12,2,0,1,1,5,-5,-5
12,3,2,18,80950,11,-5,12,2,0,0,1,12,-5,-5
12,3,2,16,80141,11,-5,12,2,0,1,0,3,-5,-5
12,3,1,20,-4,11,-4,12,6,1,0,-4,6,-4,45000
12,3,2,22,43617,11,-5,12,3,0,1,1,2,-5,-5
-3,3,1,21,19812,11,-5,12,3,0,0,-4,9,-5,-5
12,3,1,29,9114,11,-5,12,2,0,0,1,1,-5,-5
12,2,1,20,15521,11,2,12,3,0,0,0,7,-4,10000
12,3,1,26,28197,11,-5,12,4,0,1,-4,4,-5,-5
13,3,1,19,53419,5,-5,13,3,0,1,-4,2,-5,-5
9,3,1,22,26688,-4,-5,9,5,0,1,-4,5,-5,-5
12,3,2,28,52253,-5,-5,14,2,0,1,1,1,-5,-5
-4,3,2,29,37626,11,-5,12,1,0,1,1,10,-4,-5
12,3,2,27,41770,11,-5,12,1,0,0,0,5,-5,-5
-4,3,1,22,68000,11,-5,12,1,0,1,1,4,-5,-5
12,3,1,23,67453,11,-5,12,1,0,1,1,2,-5,-5
12,3,1,29,-4,1,-5,12,1,0,1,1,2,-5,-5
12,3,1,24,65125,11,1,12,1,0,1,1,5,19,120000
12,3,1,25,95804,11,-5,12,1,0,1,1,1,-5,-5
-4,3,2,-5,-4,11,-5,12,1,0,0,1,2,-5,-5
12,3,2,24,78987,11,-5,13,2,1,1,-4,5,-5,-5
-4,3,1,21,58225,1,-5,13,1,1,1,1,7,-5,-5
-4,3,1,29,577,-5,-5,13,1,1,1,1,1,-5,-5
-4,3,1,26,-4,17,1,12,1,0,1,-4,6,19,35000
12,3,1,27,74106,11,-5,12,2,0,1,-4,1,-5,-5
-4,3,1,30,40008,11,-5,12,1,0,1,1,7,-5,-5
12,3,1,26,32372,12,-5,12,2,0,1,-4,4,-5,-5
-4,3,1,26,-4,1,-5,12,1,0,1,1,4,-5,-5
-4,3,1,-5,-4,1,-5,12,1,1,1,0,2,-5,-5
12,3,1,29,73918,13,-5,12,3,1,1,1,2,-5,-5
12,3,1,20,84006,11,-5,12,3,0,1,-4,6,-5,-5
12,3,1,20,32247,12,-5,12,1,0,1,0,1,-5,-5
12,3,1,-5,-5,11,-5,12,3,0,1,-4,2,-5,-5
-4,3,1,-5,-5,-5,-5,12,1,1,1,0,1,-5,-5
12,3,1,16,46282,11,-5,12,2,0,1,0,3,-5,-5
12,3,2,24,41983,11,-5,12,1,0,0,1,5,-5,-5
-4,3,2,25,34588,2,-5,12,1,0,1,0,4,-5,-5
-4,3,2,20,73679,11,-5,13,1,0,0,0,1,-5,-5
12,3,2,30,29156,12,-5,12,3,0,1,1,2,-5,-5
12,3,1,20,29723,11,-5,12,3,0,1,1,2,-5,-5
-4,2,1,30,42542,-5,-5,14,1,0,1,1,4,-5,-5
-4,3,1,30,60987,11,-5,12,1,0,1,1,10,-5,-5
-4,3,2,17,55946,11,-5,12,1,0,0,1,1,-5,-5
-4,3,1,20,33146,11,-5,12,1,0,1,1,2,-5,-5
12,3,2,24,38343,11,-5,12,1,0,1,0,3,-5,-5
-4,3,2,18,68730,11,-5,12,1,0,1,0,3,-5,-5
-4,3,2,19,91395,11,-5,12,1,0,0,1,2,-5,-5
-4,3,1,21,72176,11,-5,12,1,0,1,1,5,-5,-5
-4,3,2,23,68409,11,-5,12,1,0,1,1,2,-5,-5
-4,3,1,21,95043,11,-5,12,1,0,1,1,3,-5,-5
-4,2,1,23,-4,1,2,14,1,0,1,0,4,15,76000
12,3,1,20,89105,3,3,20,3,0,0,-4,3,21,40000
12,2,2,23,39218,-5,-5,13,1,0,1,-4,3,-5,-5
-4,3,2,27,43848,11,-5,12,1,0,1,-3,4,-5,-5
-4,3,2,27,44910,11,-5,12,1,0,1,1,5,-5,-5
-4,3,1,25,63279,17,-5,12,1,1,1,0,6,-5,-5
12,3,1,26,57730,17,-5,12,4,0,1,-4,4,-5,-5
-4,3,1,27,76555,1,-5,12,1,0,1,1,3,-5,-5
12,3,1,20,13169,-4,-5,12,4,0,1,-4,4,-5,-5
12,3,2,29,96848,11,-5,14,3,0,1,1,10,-5,-5
12,3,2,19,57725,11,-5,13,3,0,1,1,2,-5,-5
12,3,2,29,64178,11,-5,14,1,0,1,1,7,-5,-5
-4,2,2,26,54692,11,-5,12,1,0,1,0,3,-5,-5
12,3,1,26,87092,11,-5,12,4,0,0,1,4,-5,-5
13,3,1,-5,49527,11,-5,16,2,0,1,1,2,-5,-5
-4,3,1,25,23448,11,-5,12,1,0,0,1,1,-5,-5
12,3,1,26,34901,11,-5,12,2,1,1,1,4,-5,-5
12,3,1,26,90238,11,-5,12,2,0,1,1,3,-5,-5
12,3,1,25,40379,17,-5,14,5,0,0,-4,3,-5,-5
-4,3,1,22,39481,-4,-5,12,1,0,1,0,1,-5,-5
-4,3,1,23,55077,11,-5,14,1,0,1,1,2,-5,-5
12,1,1,21,56185,12,-5,16,2,1,1,1,1,17,-5
13,3,2,29,52463,11,-5,13,1,0,1,1,7,-5,-5
12,3,1,19,71986,12,-5,12,3,0,1,1,3,-5,-5
12,3,2,25,63261,11,-5,13,1,0,1,1,3,-5,-5
12,3,2,27,78917,11,-5,12,3,0,1,1,4,-5,-5
-4,3,1,25,75188,11,-5,12,1,1,0,1,4,-5,-5
12,3,1,30,88859,11,1,18,1,0,1,1,3,17,125000
12,3,1,25,64144,17,-5,12,2,0,0,1,3,-5,-5
12,3,1,23,94484,11,-5,12,3,0,1,1,4,-5,-5
12,3,2,26,68094,11,-5,16,3,0,1,1,2,-5,-5
-4,2,1,25,46114,11,-5,12,1,1,1,1,4,-5,-5
12,1,2,-5,-4,11,-5,13,3,0,1,0,4,-5,0
12,3,2,21,73214,12,-5,12,2,0,1,0,3,-5,-5
14,3,2,23,92094,11,-5,15,2,1,1,1,3,-5,-5
13,3,2,27,44020,12,-4,15,1,1,1,1,11,16,0
-4,3,2,26,53988,11,-5,12,1,0,1,1,1,-5,-5
12,3,1,21,47922,-5,-5,13,2,1,1,1,2,-5,-5
12,3,1,29,89540,11,-5,17,1,0,1,1,6,-5,-5
12,3,2,24,72237,11,-5,12,3,1,1,1,1,-5,-5
12,3,1,30,98307,1,-5,12,2,0,1,-3,2,-5,-5
12,3,1,19,-5,-5,-5,12,1,0,1,0,2,-5,-5
12,3,1,19,84122,11,-5,12,1,0,0,1,2,-5,-5
12,3,1,26,93554,11,-4,16,1,0,1,1,1,28,127000
-4,3,1,20,-5,11,-5,12,1,0,0,0,4,-5,-5
-4,3,2,24,76966,-5,1,12,1,0,1,1,3,20,0
12,3,2,23,45417,11,-5,12,1,1,1,1,2,-5,-5
11,3,2,20,-4,11,-5,12,1,1,0,1,1,-5,-5
-4,3,1,23,-4,2,-5,12,1,0,1,1,8,-5,-5
-4,3,1,-5,92183,-5,-5,12,1,0,1,1,2,-5,-5
-4,3,2,27,76409,11,-5,12,1,0,1,1,4,-5,-5
-4,2,1,23,59437,11,-4,16,1,0,1,0,6,17,60000
-4,2,2,24,69482,11,-5,14,1,0,1,-3,9,-5,-5
-4,3,2,21,-4,11,-5,12,1,1,1,1,3,-5,-5
-4,3,1,20,78963,11,1,17,1,0,1,1,2,-5,80000
-4,2,1,27,58340,11,-5,12,1,0,1,0,5,-5,-5
12,3,1,28,54771,11,-5,12,3,0,1,1,2,-5,-5
-4,3,1,18,76180,11,-5,15,1,0,0,1,5,-5,-5
12,3,1,18,53477,11,-5,12,5,0,1,-4,2,-5,-5
12,1,1,30,25234,11,-5,12,3,1,1,0,3,-5,-5
-4,3,1,27,52691,11,-5,12,1,0,1,1,2,16,-5
13,3,1,-5,-4,12,-5,13,4,0,1,1,4,-5,-5
-4,3,1,27,39579,11,-5,12,1,0,1,1,2,-5,-5
-4,3,1,28,88047,11,2,15,1,0,1,1,1,18,13000
12,3,1,20,35481,11,-5,12,1,0,1,1,2,-5,-5
12,3,1,18,79831,17,-5,14,1,0,1,1,3,-5,-5
-4,3,1,24,78357,-4,6,12,1,0,1,1,2,16,0
12,2,2,24,71477,11,-5,13,3,0,1,1,1,-5,-5
13,2,1,30,-4,11,-5,12,1,0,1,1,4,16,68000
12,3,2,26,68196,11,-5,12,2,0,0,1,6,-5,-5
-4,3,1,20,19040,1,-5,10,1,0,0,0,4,-5,-5
11,3,2,-5,-5,2,-5,12,1,0,1,0,4,-5,-5
13,3,2,28,59019,12,-5,14,3,0,1,-4,0,-5,-5
-4,3,2,25,67538,11,-5,13,1,1,1,-4,0,-5,-5
12,3,2,-5,-4,11,-5,12,1,0,1,-4,2,-5,-5
-4,3,1,20,68828,1,-5,12,1,0,0,1,5,-5,-5
-4,3,1,23,53724,11,-5,12,1,0,1,0,6,-5,-5
-4,3,1,23,81517,1,-5,12,1,0,1,1,2,-5,-5
-3,3,1,24,28310,1,-5,12,1,0,1,1,4,-5,-5
-4,3,1,23,37560,11,-5,12,1,1,1,-4,2,-5,-5
12,3,1,23,38878,11,-5,12,1,0,0,0,2,-5,-5
12,3,2,-5,45183,11,-5,12,2,0,0,1,3,-5,-5
-4,3,2,25,51421,11,-5,15,1,1,1,1,4,-5,-5
12,3,2,26,40368,11,-5,12,3,0,1,1,1,-5,-5
-4,3,2,30,58404,11,-5,12,1,0,1,1,3,-5,-5
-4,3,1,22,94226,1,-5,16,5,0,1,1,1,-5,-5
-4,3,1,-3,41219,11,-5,12,1,0,1,1,2,-5,-5
12,3,1,21,72853,11,-5,12,2,0,1,1,3,-5,-5
-4,3,1,21,35337,11,-5,12,1,0,1,1,4,-5,-5
-4,2,2,27,27422,11,-5,12,1,0,1,-4,5,-5,-5
-4,3,1,20,61974,11,-5,12,1,0,0,0,3,-5,-5
-4,3,2,25,54378,11,-5,13,1,0,1,1,2,-5,-5
-4,3,2,28,78230,11,-5,12,1,0,1,1,3,-5,-5
12,2,1,23,36051,-4,-5,12,1,0,1,0,5,-5,-5
13,3,1,30,62931,-5,-5,14,1,0,1,0,3,-5,-5
12,3,2,14,47013,11,-5,12,2,0,1,0,0,-5,-5
-4,3,1,28,-4,17,-5,13,1,0,1,1,2,-5,-5
-4,3,2,25,85200,11,2,16,1,0,1,1,5,13,-5
12,2,1,-5,97141,11,-5,12,1,0,1,1,2,-5,-5
-4,3,2,20,38851,11,-5,13,1,0,1,1,5,-5,-5
-4,3,2,20,60357,11,-5,12,1,0,1,0,8,-5,-5
-4,3,2,25,-5,11,-5,13,1,0,1,0,1,-5,-5
12,3,1,27,79282,17,-5,12,3,0,1,1,4,-5,-5
-4,3,1,19,42589,11,-5,12,1,0,0,1,6,-5,-5
-4,3,2,17,-4,11,-5,12,1,0,1,1,5,-5,-5
-4,3,1,26,76083,12,-5,14,1,0,1,1,4,-5,-5
-4,3,2,27,56223,-4,-5,12,1,0,1,0,1,-5,-5
12,3,1,29,46960,11,-5,16,2,0,0,1,4,-4,-5
-4,2,1,28,71436,1,-5,12,1,0,1,0,3,-5,-5
-4,3,1,-3,76833,17,-5,12,1,0,1,1,2,-5,-5
-4,3,1,23,56481,-4,-5,12,1,0,0,1,3,-5,-5
13,3,1,21,51286,11,-5,13,3,0,1,1,6,-5,-5
-4,3,1,30,92438,11,-5,14,1,1,1,1,1,-5,-5
-4,3,1,25,84388,11,-5,13,1,1,1,1,3,-5,-5
-4,3,1,26,85804,11,-5,12,1,0,0,0,4,-5,-5
-4,3,2,28,76622,11,-5,14,1,0,1,1,5,-5,-5
-4,3,2,23,55713,11,-5,13,1,0,1,1,7,-5,-5
-4,3,1,20,88129,11,-5,12,1,0,0,0,6,-5,-5
-4,3,2,25,92108,11,-5,12,1,0,1,1,4,-5,-5
12,3,2,26,91219,11,-5,12,2,0,0,0,5,-5,-5
-4,3,1,-5,63565,1,-5,12,1,0,1,1,4,-5,-5
12,1,2,29,59602,11,-5,12,1,0,1,1,2,-5,-5
12,3,2,28,67386,1,-5,12,1,0,1,1,1,-5,-5
13,3,2,30,78975,11,-5,16,2,0,0,-4,1,-5,-5
12,3,2,24,45850,11,-5,12,1,0,1,0,2,-5,-5
-4,3,2,28,25341,17,-5,12,1,0,0,0,2,-5,-5
-4,3,2,27,27285,1,-5,12,1,0,1,1,3,-5,-5
12,3,2,20,25976,11,-5,12,1,0,0,1,2,-5,-5
-4,3,2,25,54214,11,-5,12,1,1,1,1,5,-5,-5
-4,3,2,24,66593,13,-5,12,1,0,1,1,2,-5,-5
-4,3,2,30,65732,11,-5,12,1,0,1,1,6,-5,-5
10,3,1,18,40312,-5,-5,12,1,1,1,1,3,-5,-5
-4,3,1,18,21484,11,4,12,1,1,1,1,1,16,-5
12,2,2,26,40587,11,-5,12,6,0,0,0,4,-5,-5
12,3,1,27,67570,11,-5,12,1,0,1,0,2,-5,-5
12,3,2,29,60792,11,-5,12,1,1,1,0,2,-5,-5
14,2,1,28,49361,11,-5,14,2,0,0,1,7,-5,-5
12,3,2,26,-4,-5,-5,12,3,0,1,0,0,-5,-5
-4,2,2,26,24738,11,-5,13,1,0,1,0,5,-5,-5
13,3,1,27,94640,12,-5,14,1,0,1,-4,0,-5,-5
13,3,1,22,65170,-4,-5,13,1,0,1,1,3,-5,-5
13,3,1,25,80535,11,-5,12,2,1,1,1,1,-5,-5
11,3,2,27,58277,11,-5,11,2,1,1,0,1,-5,-5
12,3,1,30,-4,1,-5,13,1,0,1,1,3,-5,-5
12,3,1,25,80334,11,-4,19,2,0,1,1,4,-5,-5
13,3,1,30,64152,11,-5,15,3,0,1,-3,1,-5,-5
-4,3,2,20,60448,11,-5,12,1,0,1,0,2,-5,-5
-4,3,1,20,30465,11,-5,14,1,0,1,1,4,-5,-5
12,3,1,25,15195,11,-5,12,2,0,1,0,7,-5,-5
-4,3,1,17,47855,-4,-5,12,1,0,1,1,3,-5,-5
12,3,1,25,83874,12,-5,14,2,0,1,1,2,-5,-5
-4,3,1,30,40028,11,-5,12,1,0,1,0,7,-5,-5
10,3,1,27,-4,11,3,12,1,0,0,0,1,13,70000
12,1,2,26,92637,11,-5,14,1,1,0,1,2,-5,-5
-4,3,1,23,76348,11,-5,12,1,0,1,1,4,-5,-5
-4,2,1,24,32502,11,-5,12,1,0,1,0,2,-5,-5
-4,3,1,22,52883,11,-5,12,1,1,1,1,7,-5,-5
11,1,1,21,61113,11,-5,13,2,1,1,1,4,-5,-5
13,3,2,29,76594,2,-5,13,2,0,1,1,2,-5,-5
8,3,1,30,63304,11,-5,12,3,0,1,1,3,-5,-5
-4,3,1,29,62728,11,-5,12,1,1,1,0,6,-5,-5
12,3,1,30,49013,11,-5,12,1,1,1,1,3,-5,-5
-4,1,1,24,82336,-4,3,16,1,1,1,1,4,-4,87000
12,3,1,30,78724,17,-5,12,3,0,1,1,2,-5,-5
-4,2,1,30,51009,11,-4,20,1,1,1,1,3,-5,122500
11,3,1,20,19352,11,-5,12,2,0,1,0,4,-5,-5
-4,3,2,20,43427,2,-5,12,1,0,1,0,0,-5,-5
12,3,1,24,73388,11,-4,14,3,0,0,0,3,15,0
-4,3,2,30,57277,11,-5,12,1,0,1,-3,4,-5,-5
-4,3,2,28,61439,11,-5,12,1,0,1,1,2,-5,-5
13,2,1,24,26406,12,-5,13,4,0,1,-4,13,-5,-5
12,3,2,24,70858,11,-5,13,2,1,1,-4,2,-5,-5
12,3,2,30,38784,12,-5,12,2,0,0,-4,1,-5,-5
-4,3,2,-5,-4,11,-5,14,1,1,1,-4,2,-5,-5
-4,3,2,21,52741,13,-5,12,1,0,1,1,2,-5,-5
-4,3,2,26,88223,11,-5,12,1,0,1,1,1,-5,-5
-4,1,2,12,99417,-4,-5,14,1,1,1,1,4,-5,-5
-4,3,1,28,80939,11,-5,14,1,0,1,1,2,-5,-5
-4,3,1,17,30542,-4,-5,10,1,0,1,0,3,-5,-5
-4,3,1,26,41716,11,-5,12,1,0,1,1,9,-5,-5
12,3,2,-5,-5,-5,-5,12,1,0,1,0,3,-5,-5
12,3,2,29,74877,11,-5,12,3,0,1,0,12,-5,-5
13,2,2,30,51630,11,-5,13,2,0,1,1,4,-5,-5
12,3,2,24,46301,11,-5,12,1,0,1,1,3,-5,-5
